id,age,gender,ethnicity,education,politics,c19vax_opinion,employment,politic_affil,vax_attitude,time_text,text,consp01,familiar_consp01,distr04,familiar_distr04,unwar03,familiar_unwar03,world02,familiar_world02,relig04,familiar_relig04,moral01,familiar_moral01,fears06,familiar_fears06,disto04,familiar_disto04,selfi05,familiar_selfi05,epist01,familiar_epist01,react04,familiar_react04,cmq01,cmq04,cmq05,yts_6,yts_7,yts_8,pseudo_1,pseudo_4,pseudo_6,populist_1,populist_2,populist_3,religion_2,religion_4,religion_5,MA1R,MA3,MA4R,GMA_5,GMA_6,GMA_8,risk_covid_1,risk_flu_1,risk_vax_covid_1,risk_vax_flu_1,self_1,self_5,self_6,ebs_pol_1,ebs_pol_2,ebs_pol_4,reactance_2,reactance_4,reactance_5,positive_comment,politic_affil_recode,spans,n_consp,n_distr,n_unwar,n_relig,n_moral,n_fears,n_disto,n_selfi,n_epist,n_react,n_world,n_spans,root_total,is_consp,is_distr,is_unwar,is_relig,is_moral,is_fears,is_disto,is_selfi,is_epist,is_react,is_world,lca_class
365,28,2,1,6,5,Against (I feel negatively about the vaccines),Full-Time,NA,5,263.079,I feel slightly positive about vaccinations because I have been vaccinated all of my life. I believe in having the vaccines that have been tested numerous times and have been out for a long period of time. With the new COVID vaccine out I do not feel completely positive. I did not take this one and believe it is not helpful since there have been studies of side effects. They also put the vaccine out before it was approved by the FDA. So that is my reason of why I do not have full support of vaccines.,6,0,5,0,6,0,5,0,1,0,2,0,3,0,2,0,3,0,4,0,6,0,11,6,10,1,2,3,1,1,1,5,4,4,2,1,2,4,1,4,4,1,4,50,28,90,4,3,3,6,4,1,4,2,4,4,0,Other,"['there have been studies of side effects.', 'They also put the vaccine out before it was approved by the FDA.']",0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,3
366,20,2,1,3,8,Against (I feel negatively about the vaccines),NA,Republican,1,247.314,"The reason I feel strongly negative about vaccination is due to the Covid-19 pandemic. The vaccination seemed forced among the public. No other vaccine seemed to be pushed so heavily. This whole issue made me feel negatively about vaccination, people do not like to be forced to do things.",5,0,6,0,5,1,3,1,3,0,4,0,4,1,3,0,5,0,4,0,6,1,11,7,9,3,3,4,2,4,3,4,5,4,5,4,5,3,2,3,4,1,1,20,20,49,33,6,5,6,1,1,1,2,3,5,0,Republican,"['The vaccination seemed forced among the public.', 'No other vaccine seemed to be pushed so heavily.', 'people do not like to be forced to do things.']",0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2
367,26,2,1,2,11,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Republican,1,149.001,"A lot of vaccinations have been proven to have side effects. Also, from a biblical view, I believe they are wrong. Aborted fetus tissue is used in some vaccinations.",7,1,7,1,7,1,7,1,3,1,7,1,7,1,7,1,6,0,5,0,7,1,9,6,7,2,2,3,2,4,1,5,5,4,5,4,3,2,4,2,4,3,2,14,29,100,80,5,2,4,4,2,4,3,4,4,0,Republican,"['A lot of vaccinations have been proven to have side effects.', 'from a biblical view, I believe they are wrong.', 'Aborted fetus tissue is used in some vaccinations.']",0,0,0,1,1,1,0,0,0,0,0,3,3,0,0,0,1,1,1,0,0,0,0,0,3
368,33,2,1,3,10,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Republican,4,182.1,While I think some vaccines are important like chicken pox and polio I find others not useful.for example the flu vaccine is hardly ever useful because their is to much human error involved in guessing the right strain.so I feel neutral because some are good and some are bad.,5,1,2,0,1,0,1,0,1,0,2,0,5,0,4,0,3,0,4,0,5,0,11,2,2,1,1,1,3,1,4,4,3,3,5,5,5,3,1,4,4,3,3,39,13,78,63,5,1,5,2,4,2,2,2,4,0,Republican,['the flu vaccine is hardly ever useful because their is to much human error involved in guessing the right strain.'],0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3
369,23,1,1,3,6,Against (I feel negatively about the vaccines),Full-Time,Independent,5,195.99,"I believe that vaccination, especially in younger children is very beneficial and helps protect vulnerable populations. More vaccines as people get older are also very beneficial, as they stop the spread of deadly and preventable diseases. In terms of COVID, I feel different. I am not anti-covid vaccine, but I believe not enough was known at the time and it was a sped through band-aid solution to make a panicking populace feel safer when in reality, it didn't.",6,1,5,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,4,1,3,1,11,6,7,4,4,4,1,3,3,4,4,2,5,5,4,4,3,2,5,2,1,61,30,51,34,6,6,6,5,5,5,3,2,3,0,Other,"['not enough was known at the time', ""it was a sped through band-aid solution to make a panicking populace feel safer when in reality, it didn't.""]",0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3
370,36,2,1,6,6,Against (I feel negatively about the vaccines),Other,Independent,3,270.804,"I do not feel negative about vaccinations that have been around for years and are highly proven to provide the results intended. I am very much for those vaccinations, i.e. measles, mumps, polio, etc, and I believe everyone should get them. I feel strongly negative about the covid 19 vaccine, because not only does it NOT prevent covid, we don't know what the long-term effects will be, and the vaccine seems like it was not researched well or for long enough. It was initially released on an ""emergency"" basis, which further proves that it was not researched enough, and didnt have to go through the same process, being an ""emergency."" 

Overall, vaccines are very positive, provided they have the intended result. We should not be seeing a resurgence in measles or anything that has been eradicated, and it angers me to know that people are knowingly not vaccinating their children against these historic diseases.",7,1,2,0,4,0,2,1,2,0,2,0,3,1,3,0,4,0,5,0,5,0,11,9,11,1,1,2,4,4,1,5,4,3,3,1,1,3,2,3,4,1,2,30,30,100,65,7,5,6,4,2,4,4,4,5,0,Other,"['covid 19 vaccine, because not only does it NOT prevent covid,', ""we don't know what the long-term effects will be,"", 'the vaccine seems like it was not researched well or for long enough.', 'It was initially released on an ""emergency"" basis, which further proves that it was not researched enough, and didnt have to go through the same process, being an ""emergency.']",0,3,0,0,0,0,0,0,1,0,0,4,2,0,1,0,0,0,0,0,0,1,0,0,3
371,67,2,1,4,8,Against (I feel negatively about the vaccines),Part-Time,Republican,3,170.1,"Vaccinations, in general, are absolutely necessary and an important deterrent to many diseases. I strongly support vaccinations for most things. The Covid-19 vaccine is another story. It was pushed through too quickly, wasnâ€™t tested enough and wasnâ€™t necessary in most cases. Healthy people did not need this vaccine and it didnâ€™t prevent most strains of Covid. Weâ€™re now finding it had many adverse effects.",4,0,4,0,2,0,2,0,1,0,2,0,3,0,2,0,5,0,2,0,2,0,10,7,8,2,1,1,3,3,2,5,5,2,5,3,3,4,2,2,4,2,3,18,19,88,14,4,3,5,1,1,1,1,2,2,0,Republican,"[""We're now finding it had many adverse effects."", 'Healthy people did not need this vaccine', ""It was pushed through too quickly, wasn't tested enough and wasn't necessary in most cases."", ""it didn't prevent most strains of Covid.""]",0,1,0,0,0,1,2,0,1,0,0,4,4,0,1,0,0,0,1,1,0,1,0,0,3
372,20,2,1,2,6,Against (I feel negatively about the vaccines),Other,Independent,2,171.163,"Before coronavirus I didn't put any special care in getting vaccinated against anything besides tetanus, hepatitis, and meningitis. I never got the flu vaccine as a kid, I just got sick a couple times and haven't had the flu since. Now I feel coronavirus has scared everyone into over vaccinating themselves, to the point that they are actually making it more dangerous for people who just don't care and want to live their lives without worrying about a list of 210 vaccines they need up to date.",5,0,6,1,6,0,6,0,1,0,4,0,4,0,5,0,4,0,4,0,7,1,10,10,10,3,4,3,3,3,3,4,4,5,5,2,2,4,4,3,1,2,1,0,20,81,0,1,1,5,5,1,3,3,5,3,0,Other,"[""coronavirus has scared everyone into over vaccinating themselves, to the point that they are actually making it more dangerous for people who just don't care and want to live their lives without worrying about a list of 210 vaccines they need up to date.""]",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3
373,31,1,1,7,11,Against (I feel negatively about the vaccines),Full-Time,Republican,4,154.763,I feel neutral about vaccinations because I do feel that majority of vaccinations provide a possible outcome. The only reason I did not choose that I feel positive about vaccination because when vaccinations are new to a market I don't think that they should ever be forced until there is enough data to prove they are safe and effective. Overall I feel more positive about vaccinations then negative.,4,0,4,0,4,0,4,0,2,0,2,0,2,1,4,0,4,0,3,0,4,0,7,6,7,2,2,2,3,3,1,4,4,3,5,4,2,3,2,3,2,2,3,20,20,51,20,4,4,5,4,4,4,2,3,3,0,Republican,"[""when vaccinations are new to a market I don't think that they should ever be forced until there is enough data to prove they are safe and effective.""]",0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,2
374,22,1,2,3,8,Against (I feel negatively about the vaccines),Other,Independent,3,331.001,"It's just my personal opinion but covid was blown out of proportion a bit, there were reports of deaths and sickness that weren't really caused by covid but some doctors would get a bonus for dealing with patients with covid and used people as an opportunity to make extra money. Not only that but covid didn't really affect me much when I got it I just had a fever for a day and was over it both times and so was the case for some of those around me. I don't want to be injected with a virus to protect me from the virus that I don't really need protection from and I feel  we had quarantined properly we wouldn't even have needed the vaccine.",4,1,4,0,4,0,3,0,4,0,4,0,4,1,4,0,6,0,4,0,4,1,8,6,9,3,3,3,4,3,3,4,3,3,3,1,1,4,1,4,2,2,1,5,40,55,51,6,4,6,1,4,1,2,3,2,0,Other,"[""there were reports of deaths and sickness that weren't really caused by covid"", ""we had quarantined properly we wouldn't even have needed the vaccine."", ""I don't want to be injected with a virus to protect me from the virus that I don't really need protection from"", ""covid didn't really affect me much when I got it I just had a fever for a day and was over it both times and so was the case for some of those around me."", 'some doctors would get a bonus for dealing with patients with covid and used people as an opportunity to make extra money.', 'covid was blown out of proportion']",0,3,0,0,0,0,2,1,1,0,0,6,4,0,1,0,0,0,0,1,1,1,0,0,3
375,20,2,1,3,9,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Republican,5,61.535,"why are they believe that vaccinations are helpful and they are beneficial to some, I do not believe that all vaccinations are necessary, or are deemed as necessary as we, as a society, would like to make them seem.",5,0,6,1,5,1,3,1,2,1,5,0,2,1,3,1,7,1,4,0,5,0,9,6,9,4,3,4,2,4,3,4,3,2,5,5,5,2,3,1,5,2,1,30,10,90,30,3,3,5,4,4,4,2,3,4,0,Republican,"['I do not believe that all vaccinations are necessary, or are deemed as necessary as we, as a society, would like to make them seem.']",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
376,22,2,14,2,2,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Democrat,2,402.308,"A huge reason that I have a negative view about vaccination is because of the people I have seen that have gotten negative reactions from vaccinations. I have also seen those same people not receive help after getting sick from vaccinations, and even being ignored and dismissed by doctors and family even that they got sick from a vaccine. Some vaccines don't seem to have enough research behind it. I have had my own family members have negative reactions from vaccines, and while they haven't necessarily shown other obvious negative symptoms after, it still causes concern. 

I am not saying that all vaccines are bad, I think there are some crucial ones that are good to be administered. That being said, I think we rush to do them too soon in kids, when they should naturally be building up the immune system, and not being vaccinated right upon birth with some vaccines. I think children should at least be a few months old before even considering some vaccinations.",5,1,6,0,5,1,5,0,4,1,3,0,5,1,4,0,7,1,4,0,7,0,11,2,9,2,2,3,4,3,2,4,3,2,4,2,1,4,2,1,5,5,2,66,50,71,50,2,2,5,2,2,2,3,4,5,0,Democrat,"['I have had my own family members have negative reactions from vaccines,', ""Some vaccines don't seem to have enough research behind it."", 'I have also seen those same people not receive help after getting sick from vaccinations, and even being ignored and dismissed by doctors and family even that they got sick from a vaccine.', 'the people I have seen that have gotten negative reactions from vaccinations.', 'we rush to do them too soon in kids, when they should naturally be building up the immune system, and not being vaccinated right upon birth with some vaccines.', 'children should at least be a few months old before even considering some vaccinations.']",0,2,2,0,0,2,0,0,3,0,0,6,4,0,1,1,0,0,1,0,0,1,0,0,3
377,25,1,1,1,5,Against (I feel negatively about the vaccines),Full-Time,Other,1,65.008,I just think it's pointless. You just get more sick from getting vaccinations than not getting one. I personally don't ever get sic but I do when I get a vaccine.,7,1,7,0,7,0,7,0,7,0,7,0,7,1,7,0,7,0,7,1,7,0,1,11,11,3,3,3,3,1,3,5,5,1,5,5,5,4,3,2,5,5,1,70,0,100,100,7,7,7,1,1,5,1,5,5,0,Other,"['You just get more sick from getting vaccinations than not getting one.', ""it's pointless."", ""I personally don't ever get sic but I do when I get a vaccine.""]",0,0,0,0,0,0,3,0,1,0,0,3,2,0,0,0,0,0,0,1,0,1,0,0,1
378,24,1,1,1,6,Against (I feel negatively about the vaccines),Part-Time,Independent,2,336.184,"Vaccinations in general? I feel no negative things, I have a negative problem with them being forced and regulated on people. But take the recent covid vaccines, it doesn't work. Places like Australia, China, and Japan have now shown this. These are places that heavily policed covid policies in order to ""protect"" their citizens. The CDC especially, but other heads controlling the world's reaction to covid, are now taking back many statements. With statistics now we can 100% prove that covid vaccines don't work. People like John Campbell who has done has research has done detailed responses to this. I think I have a negative view of them NOW due to all the world's reaction to COVID. I will continue to get big vaccines for stuff that has been tried and tested to work. But for now, because of all the gaslighting people have done with the current vaccine, I take issue with people stigmatizing it. The smartest thing you can do is allow people to be stupid, or else more stupid people will want to be stupid.",5,1,5,0,2,1,5,1,1,0,2,0,2,1,2,1,5,0,3,1,6,1,7,6,9,3,4,4,4,3,3,2,2,3,5,4,5,4,4,3,2,3,4,84,81,58,54,5,3,5,2,1,4,2,4,4,0,Other,"['I have a negative problem with them being forced and regulated on people.', ""the recent covid vaccines, it doesn't work."", 'Places like Australia, China, and Japan have now shown this. These are places that heavily policed covid policies in order to ""protect"" their citizens.', ""The CDC especially, but other heads controlling the world's reaction to covid, are now taking back many statements."", ""With statistics now we can 100% prove that covid vaccines don't work."", 'all the gaslighting people have done with the current vaccine,', 'I take issue with people stigmatizing it.']",0,3,1,0,0,0,0,0,0,4,1,7,4,0,1,1,0,0,0,0,0,0,1,1,2
